Energy	Label	DecayTime	RiseTime	MSEFraction
1593.91	0	151658	185.164	0.00544911
1590.75	0	143974	217.732	-0.00446318
1590.79	0	150979	215.088	-0.00308958
1589.41	0	154846	206.384	-0.0124934
1594.9	0	153900	216.271	0.0581081
1591.16	0	149774	227.428	-0.00146756
1590.86	0	147916	206.433	-0.00399617
1589.03	0	151537	162.67	-0.0396308
1591.47	0	146546	192.735	-0.00875061
1590.15	0	157841	252.672	0.0123281
1591.66	0	151102	213.552	-0.00792649
1593.51	0	156341	200.702	-0.0388882
1591.94	0	143838	199.262	0.0180285
1590.18	0	152692	192.28	0.012696
1593.28	0	148569	174.559	-0.0189561
1595.28	0	144328	207.922	-0.0254715
1591.83	0	158835	208.817	-0.00164793
1593.19	0	144314	162.031	-0.00148427
1590.66	0	143733	173.368	-0.00955316
1593.7	0	159736	194.127	0.0208097
1591.5	0	154065	193.823	-0.0273618
1592.47	0	148595	207.077	-0.0262699
1590.98	0	146259	183	0.00114236
1592	0	150309	174.947	0.0216205
1590.09	0	143561	199.682	-0.00348824
1593.41	0	144115	204.133	-0.0388646
1591.21	0	156511	198.872	-0.00670208
1594.76	0	152304	187.13	-0.00404197
1593.38	0	146983	216.497	0.00705246
1590.24	0	153227	180.845	-0.0113279
1589.16	0	156172	204.054	-0.00753142
1591.94	0	153251	217.332	-0.013936
1589.47	0	150962	199.734	0.00434543
1593.23	0	154090	189.679	-0.0160884
1594.59	0	145547	215.276	-0.0206218
1590.27	0	152491	187.83	0.0105135
1591.57	0	153700	189.81	-0.0187412
1589.61	0	156225	167.162	-0.00537695
1591.48	0	146477	182.78	-0.026033
1592.38	0	149650	187.129	-0.00331382
1592.94	0	154534	181.535	-0.0232147
1592.27	0	149922	214.874	-0.0290256
1591.76	0	149587	147.92	0.0171287
1591.79	0	151340	179.535	0.010418
1591.7	0	145740	170.076	0.00641751
1590.6	0	143555	222.03	-0.0224907
1592.26	0	157785	196.468	-0.000365147
1590.71	0	156940	196.201	-0.0192257
1592.84	0	150639	212.06	0.0236513
1591.81	0	161928	215.387	-0.000175659
1592.23	0	147096	223.419	-0.0228018
1591.65	0	144895	199.654	0.00195987
1592.49	0	150314	204.205	-0.052743
1595.19	0	148761	205.929	0.00237674
1592.62	0	151032	188.182	-0.0260135
1593.01	0	151470	176.326	0.0204518
1592.69	0	153025	200.724	0.029785
1593.51	0	153013	228.39	0.0185376
1592.7	0	147562	188.843	-0.00583495
1588.81	0	151243	182.214	-0.0125073
1592.49	0	150866	178.392	-0.00655897
1593.42	0	155082	229.944	-0.00497099
1592.23	0	146438	198.975	-0.00657419
1590.23	0	153457	213.73	-0.0271216
1593.86	0	153335	196.787	0.00451198
1591.99	0	144534	187.102	-0.00458572
1593.46	0	150815	214.673	-0.0195143
1592.93	0	149104	187.429	0.00790553
1591.78	0	141209	178.589	0.00812471
1590.08	0	142866	204.825	-0.00458987
1593.31	0	147654	210.556	0.00634022
1590.21	0	144072	225.383	-0.0167199
1590.64	0	148178	194.775	0.0303867
1594.08	0	146501	224.274	0.0152327
1592.09	0	146094	180.575	-0.0249416
1592.22	0	149781	233.619	-0.000637496
1590.77	0	148530	206.993	-0.00918
1592.12	0	149249	205.481	-0.0011299
1592.11	0	146356	146.395	0.0189165
1592.31	0	152685	206.182	0.00795059
1594.1	0	153927	200.329	0.00692403
1594.55	0	148070	234.762	-0.00378366
1590.48	0	145886	200.873	-0.014569
1590.39	0	146461	201.11	0.0229629
1592.16	0	145369	237.959	0.022301
1594.22	0	155597	150.371	-0.0179771
1593.13	0	154639	222.97	-0.0236236
1591.97	0	147215	180.386	-0.00311861
1590.15	0	147995	208.946	-0.0155755
1592.22	0	144215	214.615	-0.00791659
1591.39	0	147827	195.598	0.0476926
1592.86	0	150734	221.808	-0.00925615
1591.75	0	146839	176.897	0.0377083
1592.02	0	152564	233.919	0.0135254
1589.94	0	158063	217.199	-0.00569234
1591.56	0	141913	199.13	-0.0229523
1593.32	0	142834	227.925	0.00638595
1593.15	0	149795	191.362	-0.00293013
1592.68	0	138078	200.403	-0.00500144
1590.73	0	161827	184.404	0.0267527
1591.56	0	153534	180.699	-0.00766351
1589.34	0	155046	188.277	-0.00675179
1595	0	150010	214.347	-0.0230535
1589.03	0	151788	231.998	0.0191104
1591.76	0	146887	187.895	-0.00418858
1590.37	0	144157	231.55	-0.0249349
1590.37	0	142407	190.083	-0.0136229
1592.84	0	144198	190.469	0.0226032
1592.34	0	152641	249.994	0.0196308
1592.54	0	156247	189.582	-0.0013475
1591.91	0	147611	225.581	0.0113811
1593.56	0	158491	167.732	-0.0133887
1594.23	0	152956	202.465	0.00143567
1589.95	0	149280	194.622	0.00336649
1592.37	0	151068	191.202	-0.0243993
1593.41	0	155099	225.9	-0.00448451
1591.82	0	145896	218.481	-0.00270144
1592.25	0	143494	205.552	-0.0103804
1590.89	0	140735	221.534	-0.000205746
1591.09	0	147934	192.245	-0.0257501
1592.14	0	150186	229.233	0.0179451
1594.39	0	146314	171.563	0.00367052
1590.89	0	146385	228.601	-0.0149183
1590.69	0	149606	205.778	0.0061081
1591.8	0	143651	172.055	0.0311692
1591.45	0	147975	206.362	0.0359278
1588.7	0	146566	194.771	-0.000275216
1593	0	149634	182.714	0.0251448
1592.49	0	146374	237.68	-0.0082518
1591.49	0	147115	206.844	0.00294213
1593.19	0	152695	187.695	0.0110059
1589.59	0	146114	195.741	-0.0312319
1592.63	0	153431	221.428	-0.0106109
1592.24	0	156519	214.669	0.0108768
1592.61	0	148796	217.927	0.0212785
1589.7	0	141098	190.154	-0.00176569
1594.11	0	141027	193.784	-0.00463724
1591.48	0	149226	189.428	0.00781327
1589.71	0	143092	211.87	0.0334829
1593.64	0	149218	163.633	0.00632267
1592.74	0	155816	180.685	-0.00964662
1592.58	0	147197	185.465	-0.0126704
1593.7	0	156356	162.481	0.00533857
1593.58	0	146680	169.324	-0.0182146
1591.17	0	160555	204.782	-0.00127878
1591.09	0	142940	185.806	-0.0103859
1594.38	0	150125	221.466	-0.00898648
1592.34	0	147064	176.193	0.0468413
1594.03	0	151728	191.547	0.00576299
1592.66	0	146465	175.655	-0.00220286
1591.65	0	145808	211.987	0.0225783
1590.41	0	139778	230.672	0.0138372
1590.59	0	143118	208.751	0.0102265
1594.44	0	146751	215.016	-0.00907445
1590.94	0	147980	221.877	0.00435378
1593.6	0	151272	200.146	0.00437635
1590.13	0	157887	195.731	0.00851236
1592.89	0	147358	212.385	-0.0274792
1590.67	0	155875	209.024	-0.0230755
1592.26	0	146401	190.066	-0.00894477
1588.32	0	153622	174.738	-0.00149685
1591.93	0	150313	196.11	-0.0221117
1590.45	0	140586	179.904	-0.0550583
1592.17	0	149271	189.398	-0.0176504
1592.79	0	149066	179.596	0.0189726
1591.85	0	151613	217.371	-0.0406237
1594.37	0	150442	208.3	0.0199395
1592.86	0	150498	209.65	0.0030587
1591.81	0	150047	198.726	0.00393178
1594.37	0	151200	224.258	0.00548803
1590.72	0	149599	171.486	0.0164727
1592.78	0	146083	227.497	-0.00934309
1588.64	0	152325	151.67	0.00534366
1591.45	0	149700	182.128	-0.0029442
1593.14	0	145735	162.695	-0.0201106
1589.89	0	151217	208.777	0.00304738
1589.83	0	158014	217.468	-0.010667
1593.5	0	146752	223.508	-0.0212177
1589.5	0	152883	184.578	-0.0122232
1592.38	0	141533	196.443	0.0282565
1590.95	0	149407	180.622	-0.00127379
1596.9	0	153702	198.029	0.021979
1591.37	0	148127	170.401	-0.0261362
1591.91	0	146060	188.24	-0.00441917
1590.32	0	148345	212.063	0.016016
1593.7	0	157075	193.382	0.0299197
1592.74	0	146722	202.431	0.0150038
1592.48	0	147456	201.796	0.0026179
1591.22	0	148529	185.845	-0.0044156
1592.54	0	149757	190.366	0.025146
1594.53	0	153358	185.153	-0.0339806
1590.95	0	153811	227.313	-0.000692193
1594.6	0	145653	179.688	0.0352585
1591.44	0	146087	193.722	0.0267507
1591.53	0	154922	211.17	-0.00136325
1590.86	0	140712	211.226	-0.0328628
1594.62	0	155434	188.356	0.0132594
1591.47	0	150226	201.815	-0.0323662
1590.48	0	152904	152.76	-0.01246
1592.41	0	145199	214.023	0.0175301
1591.19	0	144412	193.126	-0.000814745
1596.49	0	144624	193.357	-0.0134611
1591.58	0	152074	195.91	0.0194097
1593.18	0	146328	234.408	0.0620161
1590.14	0	147544	213.824	-0.0264102
1592.62	0	152467	198.396	0.0137879
1592.27	0	162086	213.392	0.00703618
1595.43	0	153111	213.934	-0.0257711
1589.43	0	146151	205.762	0.00264952
1592.04	0	149402	215.245	0.00349119
1592.95	0	144312	184.036	0.0342559
1589.8	0	154658	183.99	0.0114053
1592.79	0	157538	212.688	-0.00804818
1592.75	0	155501	210.924	0.0289828
1593.11	0	153969	183.481	0.0177433
1592.2	0	151793	186.427	0.00638021
1591.92	0	150163	221.802	0.00238064
1590.81	0	150291	225.51	-0.0170056
1590.43	0	145916	211.048	0.0194201
1591.81	0	144794	191.786	-0.0260919
1592	0	152831	166.728	-0.0219998
1592.49	0	148053	198.005	0.00666224
1592.11	0	154272	165.537	-0.010717
1589.82	0	141516	183.452	0.0291946
1596.79	0	149791	156.821	0.0564119
1592.17	0	143328	209.015	-0.0162011
1592.94	0	144411	202.707	0.0117722
1592.64	0	149680	203.465	-0.0201331
1589.91	0	147772	215.752	-0.037032
1594.29	0	149140	190.882	0.00583902
1592.95	0	151961	201.992	0.00657934
1591.66	0	145294	209.319	-0.00239467
1593.45	0	153565	205.407	0.000653036
1591.91	0	152447	216.038	-0.0573557
1591.53	0	143317	206.474	-0.00625874
1591.13	0	150831	209.812	-0.0121528
1591.98	0	150551	178.924	0.0119767
1594.78	0	157114	210.004	0.0367963
1594.69	0	146700	196.077	0.0198742
1591.89	0	155261	248.882	-0.00587114
1592.04	0	149606	186.814	0.0204457
1593.72	0	144862	210.552	-0.00807757
1589.12	0	145855	192.067	-0.0111932
1593.63	0	139964	228.57	0.0191499
1590.85	0	151522	192.521	-0.0189968
1593.03	0	153508	220.406	0.0146079
1592.28	0	153085	226.885	-0.00468394
1593.44	0	148338	180.827	0.0313395
1589.66	0	154549	204.762	0.032485
1594.59	0	154755	210.673	-0.000498531
1592.69	0	146235	239.726	0.0109646
1592.8	0	146982	177.707	-0.0281481
1593.98	0	151221	250.782	-0.00460261
1592.03	0	157707	197.27	-0.020982
1591.2	0	144447	186.825	-0.0255456
1591.9	0	152414	186.58	0.019917
1591.82	0	150630	185.08	-0.0398974
1591.51	0	152386	189.929	-0.00923729
1588.94	0	156169	200.131	0.0153585
1591.95	0	149950	167.846	0.00773411
1591.89	0	148562	222.212	-0.02546
1592.69	0	153119	178.888	-0.00287718
1590.92	0	156350	198.605	-0.00300973
1591.89	0	152269	203.724	-0.00628847
1594.8	0	152560	201.739	0.0326655
1590.5	0	146541	239.345	0.0108034
1593.45	0	156527	183.755	-0.0523324
1592.66	0	144168	227.209	0.0287273
1592.46	0	147993	184.935	-0.0130445
1588.2	0	145192	188.544	0.0084717
1591.2	0	142024	209.474	0.0123791
1592.83	0	151328	194.751	0.0384753
1592.29	0	135824	170.427	-0.0133457
1591.37	0	151218	175.103	0.00970468
1592.42	0	149168	175.837	-0.00536353
1593.3	0	147857	205.511	-0.0296789
1592.72	0	155353	212.628	0.0136752
1590.66	0	154888	184.956	0.01593
1595.17	0	148729	219.502	-0.0170333
1591.23	0	156287	236.418	-0.0295921
1591.74	0	151222	216.14	-0.00301863
1593.21	0	140082	188.871	-0.0193416
1595.41	0	142321	208.89	-0.00796726
1592.71	0	152761	197.661	-0.000127792
1590.36	0	143725	209.251	-0.00969465
1592.64	0	147617	186.446	-0.0412116
1590.69	0	153913	207.563	-0.0115208
1594.15	0	152070	209.632	0.0114793
1589.69	0	159640	196.713	0.00469612
1591.28	0	147570	228.591	0.0331362
1591.71	0	142184	223.842	0.0163618
1592.44	0	154812	160.681	0.00881393
1591.09	0	145518	187.254	0.0372619
1590.68	0	150554	183.183	0.0265008
1589.64	0	148161	177.473	-0.0051752
1593.13	0	150127	217.749	-0.0143587
1589.37	0	157311	201.816	-0.0166874
1590.4	0	150906	219.623	0.0129332
1593.51	0	153209	185.845	-0.0026681
1591.46	0	152547	249.914	-0.013935
1590.8	0	147813	220.57	-0.0232599
1592.4	0	154435	183.985	-0.0196507
1590.07	0	157030	152.822	-0.0384054
1593.52	0	151375	218.359	0.0361167
1592.96	0	149293	222.518	-0.00365869
1596.39	0	151859	164.535	0.0304893
1593.45	0	147529	203.191	-0.00119082
1594.41	0	149348	175.325	-0.0287428
1593.58	0	152752	198.505	-0.0187502
1591.75	0	147205	168.943	0.0109993
1590.39	0	155285	210.866	0.0190292
1593.51	0	155964	231.736	-0.00275437
1592.56	0	144139	228.538	-0.00728836
1591.9	0	150865	202.471	0.0256743
1592.31	0	152771	219.824	-0.0233848
1591.99	0	151696	239.082	0.00811357
1593.23	0	156729	203.678	0.0199347
1593.4	0	155320	210.02	-0.0236537
1590.38	0	151742	171.482	-0.0046153
1591.46	0	151709	205.498	0.00189812
1592.58	0	149364	217.361	-0.00576594
1589.96	0	140502	188.475	0.0249416
1593.13	0	157841	228.344	0.015118
1593.13	0	143676	189.988	0.0023166
1594.34	0	153906	218.965	0.0174234
1592.62	0	150537	215.546	-0.0155084
1591.98	0	147233	164.199	-0.00138703
1594.61	0	144387	205.731	0.0221398
1592.49	0	156707	188.037	0.0337603
1591.05	0	149630	192.408	0.0158868
1590.69	0	149451	218.648	0.0425501
1589.95	0	151160	168.933	-0.0122916
1593.95	0	150115	164.434	0.0411108
1589.89	0	153529	193.771	-0.00503747
1592.25	0	147128	198.685	-0.0199386
1590.47	0	154140	190.497	-0.039706
1592.65	0	153964	161.908	0.000239197
1591.11	0	142117	183.693	0.00942691
1592.05	0	158176	179.663	-0.000638997
1594.31	0	152838	188.246	0.000620632
1591.06	0	149144	183.218	0.0111615
1589	0	157656	204.084	0.00304481
1592.86	0	149401	196.537	-0.00664878
1593.99	0	151824	195.656	-0.0105773
1592.78	0	149409	193.189	-0.0247057
1589	0	148454	180.206	-0.0136203
1592.06	0	152359	197.55	-0.0232333
1591.99	0	146910	241.363	0.0256085
1593.46	0	148922	216.435	0.00685691
1592.25	0	142337	234.277	-0.0302282
1592.87	0	153308	179.147	0.00948879
1591.23	0	144515	180.69	0.00273839
1592.21	0	159849	185.271	-0.0149644
1592.51	0	149589	204.251	0.0280432
1591.32	0	156718	193.942	-0.0304591
1594.88	0	153547	199.778	0.00208927
1591.25	0	147450	207.831	0.0424862
1589	0	146935	195.546	0.0111765
1591.13	0	152099	217.234	0.0250012
1592.77	0	146858	197.504	0.0178434
1592.13	0	153583	212.514	-0.0139776
1591.25	0	142604	167.726	-0.0557809
1593.6	0	145489	197.632	-0.00637495
1591.41	0	152581	191.277	0.0128394
1593.9	0	147152	201.983	0.0198304
1592.22	0	158392	162.844	-0.0225944
1591.52	0	158229	198.599	0.0120919
1593.14	0	159415	213.304	0.0225351
1594.06	0	148073	193.987	-0.0156811
1590.13	0	150608	180.97	-0.0495091
1592.32	0	151471	206.252	0.012183
1592.85	0	142375	189.3	0.00983195
1590.99	0	149677	207.17	-0.00574733
1590.82	0	141321	209.949	0.00269378
1590.29	0	144700	193.332	0.0172885
1593.66	0	147695	233.674	0.0157894
1591.39	0	140229	209.822	0.0163553
1591.96	0	146640	225.405	-0.0117956
1591.99	0	149582	178.099	0.0143689
1591.3	0	151876	208.713	-0.032762
1591.14	0	153518	205.434	-0.0438193
1592.66	0	141379	200.909	0.0426165
1593.11	0	151405	186.488	-0.0142472
1591.44	0	151434	227.234	-0.00732911
1589.48	0	146886	192.163	-0.0296409
1589.94	0	145045	176.027	0.00122304
1591.29	0	155020	157.009	-0.00645241
1591.04	0	149222	159.003	0.00891482
1591.45	0	146351	217.961	0.0024867
1590.98	0	155738	176.645	0.0333798
1592.42	0	150632	193.34	-0.00097072
1589.9	0	153688	211.679	-0.0280136
1593.62	0	151174	170.825	0.0108834
1591.69	0	154474	200.453	-0.0249329
1592.79	0	149874	173.351	0.0223929
1591.88	0	153664	221.415	0.0235097
1593.42	0	149528	161.135	0.0161671
1591.85	0	152165	201.177	-0.010738
1591.79	0	148320	165.389	0.0146304
1589.8	0	154225	205.247	0.0177143
1590.61	0	154451	200.749	0.0258634
1590.77	0	149971	191.774	-0.00599596
1593.98	0	147996	188.855	-0.0054248
1591.63	0	147732	218.313	0.00856171
1591.45	0	150826	190.753	-0.0213365
1589.64	0	150324	190.015	-0.0356054
1591.64	0	146954	210.833	0.00704121
1593.66	0	156876	198.935	-0.00419387
1591.06	0	154403	207.341	-0.0263286
1589.78	0	166641	202.352	0.0303763
1592.05	0	143816	186.257	-0.010092
1590.85	0	143669	196.64	0.0238779
1594.33	0	141293	172.329	0.0141834
1592.12	0	145029	183.803	-0.00386949
1592.37	0	143970	194.934	-0.0314157
1590.96	0	157958	232.022	0.00667351
1592.04	0	152259	200.853	-0.0345867
1592.17	0	150579	179.255	-0.0112814
1592.03	0	157505	176.542	-0.0177626
1592.71	0	150352	178.098	-0.0134735
1595.62	0	162655	174.261	-0.028784
1590.97	0	150971	211.605	0.0112488
1590.64	0	161505	216.229	0.00406083
1592.82	0	145631	183.693	0.0104103
1594.41	0	152606	220.031	0.0281835
1593.32	0	151880	195.413	0.00467255
1595.03	0	138823	188.51	-0.0112528
1592.38	0	150488	184.072	0.00482397
1592.03	0	146861	180.633	-0.0353763
1589.36	0	149942	198.194	0.00398359
1591.66	0	139239	168.692	0.0154704
1593.16	0	149888	186.549	0.0375274
1592.3	0	145797	208.964	0.0318968
1591.09	0	147075	197.014	0.0230197
1588.75	0	149865	185.462	-0.0292312
1592.76	0	152997	181.952	-0.00321086
1593.32	0	150694	219.777	0.0168182
1590.79	0	140996	179.138	-0.00892107
1593.6	0	151511	176.986	-0.0117807
1591.86	0	151227	211.665	-0.0103184
1594.74	0	154309	194.232	-0.0244622
1592.01	0	152996	204.583	0.0162343
1592.88	0	145093	200.612	-0.0247616
1592.63	0	145949	167.084	0.00160403
1589.98	0	141572	203.081	0.0104526
1590.13	0	149436	209.18	0.0150938
1590.92	0	145680	201.069	-0.0150152
1592.09	0	154588	185.376	-0.00801086
1592.03	0	156314	215.069	0.00403106
1590.13	0	162223	199.552	0.00832841
1592.85	0	147145	222.97	0.00470063
1593.44	0	149949	205.713	-0.0365617
1590.76	0	149382	226.669	-0.00699525
1593.54	0	146911	192.979	-0.0130634
1592.01	0	149021	207.41	0.00162002
1593.56	0	144287	182.157	-0.0141083
1591.84	0	144856	179.105	0.00880423
1590.97	0	145092	194.526	-0.0475106
1593.74	0	147169	189.544	0.000531807
1592.36	0	146682	205.682	-0.0242045
1594.09	0	159729	213.136	-0.0105817
1591.45	0	148946	198.368	0.0393332
1591.69	0	146026	181.339	0.00203572
1590.46	0	153561	186.373	-0.0295826
1592.84	0	152329	235.067	-0.000783235
1592.02	0	149082	218.566	-0.00804436
1595.73	0	151923	210.453	-0.0198098
1591.52	0	154031	199.518	-0.00438705
1591.44	0	142943	215.089	-0.0111506
1590.05	0	157364	221.756	-0.0180587
1591.78	0	148490	213.184	0.0036969
1590.5	0	145149	215.538	0.0144624
1593.16	0	144197	177.853	-0.00582508
1593.9	0	146488	188.84	0.00136418
1591.49	0	151449	182.312	0.014691
1591.87	0	142327	197.073	0.0120541
1590.77	0	143600	186.552	-0.0215598
1590.09	0	149657	196.045	-0.020837
1591.43	0	152888	188.394	-0.00584545
1593.41	0	154098	194.987	-0.00662226
1593.62	0	157553	212.257	-0.0363134
1590.59	0	146683	177.352	0.011239
1592.95	0	150182	210.179	-0.0298452
1592.97	0	146842	188.257	0.0228543
1592.28	0	148051	197.104	0.0488422
1590.28	0	152939	173.499	-0.0333165
1592.46	0	142706	206.821	0.0139664
1590.65	0	149520	176.302	0.0211536
1592.5	0	145200	177.374	-0.0195238
1591.05	0	151802	193.576	0.012312
1590.67	0	153877	163.645	0.00685976
1590.97	0	146686	187.529	0.015935
1594.64	0	148503	216.695	-0.0106181
1589.7	0	152169	186.904	0.0429114
1593.54	0	156476	210.717	0.0468444
1592.34	0	154567	193.197	0.0270387
1591.5	0	152642	196.298	-0.0119141
1592.02	0	157200	198.887	0.0131959
1593.27	0	151790	196.334	0.0291
1591.88	0	151540	212.68	-0.0408638
1592.48	0	154741	187.654	0.0109709
1592.38	0	151426	193.998	-0.0231546
1592.74	0	146367	199.481	-0.0188992
1590.49	0	156774	192.224	-0.0404265
1594.36	0	147083	231.308	0.00774723
1594.22	0	147649	195.937	-0.00315131
1592.3	0	144392	198.906	-0.0259774
1591.49	0	154942	208.992	-0.0292461
1590.64	0	148358	223.763	-0.00757641
1591.5	0	152250	180.898	-0.0105102
1594.25	0	149849	175.335	-0.0140757
1589.96	0	152157	189.33	0.0185288
1589.92	0	150635	192.498	0.0123412
1594.01	0	157857	223.009	-0.0123916
1593.26	0	158243	192.478	-0.0111508
1593.64	0	144098	200.489	0.0192199
1590.57	0	153251	230.393	0.00955137
1593.03	0	148895	215.166	0.0335881
1591.17	0	148828	208.323	-0.0013599
1595.45	0	149801	225.729	0.0173768
1593.07	0	151412	189.095	-0.0194536
1593.36	0	151453	183.34	0.0169267
1594.07	0	145770	196.369	0.0223443
1591.81	0	144414	202.679	-0.00437437
1592.61	0	154956	216.934	0.0226306
1592.12	0	149172	201.15	0.0181248
1592.12	0	149333	222.817	0.00383321
1590.68	0	152664	170.571	0.000684605
1591.08	0	150137	197.903	-0.0239242
1590.49	0	149723	217.837	0.0188873
1592.25	0	146129	221.885	0.0297343
1592.42	0	145348	226.475	0.00331012
1592.46	0	157484	191.679	0.002733
1593.19	0	151709	226.632	-0.0218591
1591.7	0	148099	199.473	0.0200396
1592.71	0	148433	155.857	0.0253242
1590.99	0	144101	215.432	-0.00606229
1591.22	0	153087	243.852	0.0119227
1592.71	0	150220	197.627	-0.00606838
1592.03	0	152080	174.715	0.01856
1589.01	0	152458	213.803	-0.0184181
1594.65	0	151736	204.48	-0.00497957
1592.81	0	147143	175.846	-0.00043983
1591.35	0	138966	141.309	0.00471551
1591.7	0	153793	202.246	-0.0238459
1591.66	0	156442	204.378	-0.022006
1590.78	0	151724	190.26	0.00703619
1595.59	0	156918	211.418	0.0179041
1593.22	0	152433	204.374	0.0145875
1590.47	0	160479	191.113	0.048636
1591.85	0	145467	183.186	-0.0116319
1591.24	0	151535	211.864	-0.0325278
1591.97	0	153013	210.116	-0.0226839
1591.6	0	150327	203.981	0.0183174
1593	0	153896	213.369	-0.00679576
1593.4	0	149173	211.471	-0.0173256
1592.94	0	148432	193.17	0.0120086
1591.68	0	147869	215.392	-0.0194304
1593	0	150345	206.727	0.0280125
1591.57	0	146065	189.149	0.0219763
1592.68	0	159176	143.487	-0.0175819
1591.99	0	140734	213.879	0.000664287
1594.82	0	153989	185.327	0.0101602
1592.96	0	149779	182.821	0.0105459
1591.44	0	141142	193.609	0.00356406
1592.52	0	151937	180.406	0.0258903
1591.48	0	142669	198.453	-0.0133941
1589.57	0	147589	203.933	-0.00338419
1593.99	0	147814	196.025	-0.0278467
1591.33	0	156949	178.565	0.0205927
1592.67	0	145559	198.699	-0.0338396
1590.59	0	150616	221.792	0.0144239
1594.17	0	143047	195.998	-0.022774
1589.31	0	146993	207.456	-0.0410499
1588.97	0	139307	170.446	-0.0135286
1592.21	0	153833	182.351	-0.00254773
1591.58	0	151397	168.709	-0.0381689
1594.27	0	147440	223.53	0.02218
1594.49	0	158647	191.603	0.0295616
1594.51	0	157411	217.683	-0.00971998
1587.74	0	149195	184.816	-0.0182839
1590.07	0	152340	177.977	0.0145762
1593.18	0	145768	188.924	-0.00105485
1590.1	0	151353	210.69	0.041456
1593.47	0	146383	174.781	-0.00686155
